instance_id,workload,seed,variant,transaction_state,partial_update_rate,invalid_commit_rate,stale_write_rate,repair_recall,leak_rate,supersession_consistency,scope_bypass_rate,latency,any_violation,violations,committed_count,operation_count,repair_count,oracle_version,oracle_match,allowed_outcome_count,oracle_mismatches
tau-bench_0:trial:0,trace_grounded_replay,17,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:0,trace_grounded_replay,17,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:0,trace_grounded_replay,17,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:0,trace_grounded_replay,17,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:0,trace_grounded_replay,17,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:1,trace_grounded_replay,18,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:1,trace_grounded_replay,18,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:1,trace_grounded_replay,18,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:1,trace_grounded_replay,18,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:1,trace_grounded_replay,18,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:2,trace_grounded_replay,19,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:2,trace_grounded_replay,19,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:2,trace_grounded_replay,19,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:2,trace_grounded_replay,19,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:2,trace_grounded_replay,19,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_0:trial:3,trace_grounded_replay,20,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,,8,16,0,0.1,1,1,
tau-bench_0:trial:3,trace_grounded_replay,20,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,,8,16,0,0.1,1,1,
tau-bench_0:trial:3,trace_grounded_replay,20,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,,8,16,0,0.1,1,1,
tau-bench_0:trial:3,trace_grounded_replay,20,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,,8,16,0,0.1,1,1,
tau-bench_0:trial:3,trace_grounded_replay,20,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,,8,16,0,0.1,1,1,
tau-bench_10:trial:0,trace_grounded_replay,21,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,,1,19,0,0.1,1,1,
tau-bench_10:trial:0,trace_grounded_replay,21,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,,1,19,0,0.1,1,1,
tau-bench_10:trial:0,trace_grounded_replay,21,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,,1,19,0,0.1,1,1,
tau-bench_10:trial:0,trace_grounded_replay,21,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,,1,19,0,0.1,1,1,
tau-bench_10:trial:0,trace_grounded_replay,21,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,,1,19,0,0.1,1,1,
tau-bench_10:trial:1,trace_grounded_replay,22,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,,0,4,0,0.1,1,1,
tau-bench_10:trial:1,trace_grounded_replay,22,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,,0,4,0,0.1,1,1,
tau-bench_10:trial:1,trace_grounded_replay,22,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,,0,4,0,0.1,1,1,
tau-bench_10:trial:1,trace_grounded_replay,22,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,,0,4,0,0.1,1,1,
tau-bench_10:trial:1,trace_grounded_replay,22,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,,0,4,0,0.1,1,1,
tau-bench_10:trial:2,trace_grounded_replay,23,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_10:trial:2,trace_grounded_replay,23,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_10:trial:2,trace_grounded_replay,23,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_10:trial:2,trace_grounded_replay,23,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_10:trial:2,trace_grounded_replay,23,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_10:trial:3,trace_grounded_replay,24,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,,2,22,0,0.1,1,1,
tau-bench_10:trial:3,trace_grounded_replay,24,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,,2,22,0,0.1,1,1,
tau-bench_10:trial:3,trace_grounded_replay,24,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,,2,22,0,0.1,1,1,
tau-bench_10:trial:3,trace_grounded_replay,24,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,,2,22,0,0.1,1,1,
tau-bench_10:trial:3,trace_grounded_replay,24,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0,,2,22,0,0.1,1,1,
tau-bench_11:trial:0,trace_grounded_replay,25,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:0,trace_grounded_replay,25,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:0,trace_grounded_replay,25,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:0,trace_grounded_replay,25,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:0,trace_grounded_replay,25,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:1,trace_grounded_replay,26,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:1,trace_grounded_replay,26,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:1,trace_grounded_replay,26,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:1,trace_grounded_replay,26,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:1,trace_grounded_replay,26,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:2,trace_grounded_replay,27,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,5,11,0,0.1,1,1,
tau-bench_11:trial:2,trace_grounded_replay,27,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,5,11,0,0.1,1,1,
tau-bench_11:trial:2,trace_grounded_replay,27,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,5,11,0,0.1,1,1,
tau-bench_11:trial:2,trace_grounded_replay,27,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,5,11,0,0.1,1,1,
tau-bench_11:trial:2,trace_grounded_replay,27,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,5,11,0,0.1,1,1,
tau-bench_11:trial:3,trace_grounded_replay,28,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:3,trace_grounded_replay,28,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:3,trace_grounded_replay,28,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:3,trace_grounded_replay,28,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_11:trial:3,trace_grounded_replay,28,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,,2,8,0,0.1,1,1,
tau-bench_12:trial:0,trace_grounded_replay,29,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:0,trace_grounded_replay,29,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:0,trace_grounded_replay,29,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:0,trace_grounded_replay,29,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:0,trace_grounded_replay,29,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:1,trace_grounded_replay,30,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:1,trace_grounded_replay,30,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:1,trace_grounded_replay,30,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:1,trace_grounded_replay,30,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:1,trace_grounded_replay,30,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:2,trace_grounded_replay,31,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:2,trace_grounded_replay,31,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:2,trace_grounded_replay,31,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:2,trace_grounded_replay,31,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_12:trial:2,trace_grounded_replay,31,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,,0,6,0,0.1,1,1,
tau-bench_13:trial:0,trace_grounded_replay,33,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,,7,21,0,0.1,1,1,
tau-bench_13:trial:0,trace_grounded_replay,33,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,,7,21,0,0.1,1,1,
tau-bench_13:trial:0,trace_grounded_replay,33,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,,7,21,0,0.1,1,1,
tau-bench_13:trial:0,trace_grounded_replay,33,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,,7,21,0,0.1,1,1,
tau-bench_13:trial:0,trace_grounded_replay,33,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,,7,21,0,0.1,1,1,
tau-bench_13:trial:1,trace_grounded_replay,34,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_13:trial:1,trace_grounded_replay,34,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_13:trial:1,trace_grounded_replay,34,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_13:trial:1,trace_grounded_replay,34,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_13:trial:1,trace_grounded_replay,34,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,,1,11,0,0.1,1,1,
tau-bench_13:trial:2,trace_grounded_replay,35,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,,4,14,0,0.1,1,1,
tau-bench_13:trial:2,trace_grounded_replay,35,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,,4,14,0,0.1,1,1,
tau-bench_13:trial:2,trace_grounded_replay,35,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,,4,14,0,0.1,1,1,
tau-bench_13:trial:2,trace_grounded_replay,35,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,,4,14,0,0.1,1,1,
tau-bench_13:trial:2,trace_grounded_replay,35,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0,,4,14,0,0.1,1,1,
tau-bench_13:trial:3,trace_grounded_replay,36,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,,4,12,0,0.1,1,1,
tau-bench_13:trial:3,trace_grounded_replay,36,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,,4,12,0,0.1,1,1,
tau-bench_13:trial:3,trace_grounded_replay,36,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,,4,12,0,0.1,1,1,
tau-bench_13:trial:3,trace_grounded_replay,36,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,,4,12,0,0.1,1,1,
tau-bench_13:trial:3,trace_grounded_replay,36,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,,4,12,0,0.1,1,1,
tau-bench_14:trial:0,trace_grounded_replay,37,Naive,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_14:trial:0,trace_grounded_replay,37,TxnMem-NoTxn,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_14:trial:0,trace_grounded_replay,37,TxnMem-NoPolicyCommit,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_14:trial:0,trace_grounded_replay,37,TxnMem-NoRepair,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
tau-bench_14:trial:0,trace_grounded_replay,37,TxnMem,committed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0,,2,10,0,0.1,1,1,
